Country,WHO Region,adult_daly,child_daly,retention_pct,adult_cov,child_cov,actual_3TC,actual_ABC,actual_AZT,actual_ddl,actual_d4T,actual_EFV,actual_FTC,actual_LPV/r,actual_NVP,actual_TDF,actual_ATV/r,calc_3TC,calc_ABC,calc_AZT,calc_ddl,calc_d4T,calc_EFV,calc_FTC,calc_LPV/r,calc_NVP,calc_TDF,calc_ATV/r
Djibouti,EMR,17097.56,3597.963,86.0,0.2264610951,0.08,117.4253333,3.328256578,45.96551554,0.08786720273,0.4482409625,85.33942996,30.53478578,11.3345262,49.6237935,101.4712997,1.738274442,117.42533331618858,3.328256578162297,45.96551554294058,0.08786720272937953,0.44824096249592993,85.33942996390246,30.534785784189204,11.334526199533652,49.62379349505794,98.50838783167629,1.7382744423640706
Dominica,AMR,289.4071,11.57927,97.14,1.0,0.0,1.896202174,0.006757365153,0.6843564332,0.0,0.0,1.500555212,0.5309685739,0.1443095621,0.755687078,1.784447705,0.02661889574,1.8962021735441694,0.006757365152928323,0.6843564331651965,0.0,0.0,1.500555211729268,0.5309685739474289,0.14430956206213494,0.7556870779646963,1.7390139842881676,0.026618895735499266
Dominican Republic,AMR,89754.48,6675.191,95.0,0.4623791797,0.39,462.2545693,11.21983463,178.9111092,0.2841506236,1.455947524,340.8804444,121.3850392,42.46493704,193.8797858,404.4631852,6.659909368,462.25456929355903,11.219834627115969,178.91110924186341,0.2841506235950855,1.4559475236785848,340.8804444168075,121.38503918763078,42.464937037102274,193.8797857785535,393.106600189928,6.659909368117626
Ecuador,AMR,36970.94,302.0706,97.14,0.5259484778,0.95,119.060771,1.079368575,44.61842724,0.0179535412,0.09273536063,91.28444324,32.87349198,10.01757144,48.8624363,109.4067555,1.785321678,119.06077104093912,1.0793685748080528,44.61842724345691,0.017953541196100146,0.09273536062732264,91.28444324964467,32.873491982588135,10.017571439473167,48.86243630223961,106.36205770831623,1.7853216783931458
Egypt,EMR,9186.052,1936.476,80.0,0.192037037,0.27,94.48874704,7.876880302,41.14222164,0.2281724705,1.16712687,58.87712942,19.76716144,11.44554097,42.99911821,66.37511211,1.13122986,94.48874702884274,7.87688030191894,41.14222163397151,0.22817247050576647,1.1671268702988125,58.87712941033001,19.76716143420963,11.445540966123271,42.99911820177222,64.44703169604986,1.1312298599580262
El Salvador,AMR,24380.72,828.4091,83.0,0.5398461977,0.78,499.7751378,10.09474134,192.3145072,0.2401410698,1.2373534,372.0419886,132.5683728,44.3876658,208.9378302,442.0114,7.183477459,499.7751377878662,10.09474133813421,192.31450718212588,0.24014106982032804,1.2373534003611575,372.0419886138662,132.56837282434424,44.38766580669672,208.9378302411574,429.76035852927436,7.18347745904734
Equatorial Guinea,AFR,35612.91,9739.08,97.14,0.3299214424,0.1,74.59058214,2.271798024,29.22392173,0.06073907511,0.309938683,54.0845598,19.24129951,7.190477589,31.53132674,64.05087474,1.077987634,74.59058215047288,2.2717980244547205,29.223921729351456,0.060739075109639815,0.3099386830280105,54.08455980083679,19.241299507175555,7.1904775895631445,31.531326739762406,62.21309838759602,1.0779876341692791
Eritrea,AFR,33785.33,13925.24,79.0,0.6292451587,0.35,1196.844245,78.34329118,500.1387478,2.23396317,11.43998368,793.6850757,268.4867923,130.35608,528.8819658,903.9210813,14.33775919,1196.844244658424,78.34329118158664,500.1387477306157,2.233963170403934,11.439983684958419,793.6850756322121,268.4867923150814,130.35607995948635,528.88196580287,879.4649649847637,14.3377591878944
Estonia,EUR,1846.886,20.90268,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,AFR,1227515.0,412376.3,97.14,0.3379265048,0.0,2415.009488,9.676185381,899.1069394,0.0,0.0,1866.833562,680.1753975,203.3316248,986.960663,2255.520865,38.05903544,2415.009488229125,9.676185381038774,899.1069393738948,0.0,0.0,1866.8335624996696,680.1753975328523,203.33162479414173,986.960663029836,2190.6361003815337,38.05903543833019
Fiji,WPR,1054.248,111.5615,59.0,0.3580990952,0.0,31.61327875,0.1262500412,11.760213,0.0,0.0,24.45372522,8.90305016,2.654258544,12.91174693,29.53176635,0.4965982148,31.613278750319218,0.12625004116886523,11.760212996178423,0.0,0.0,24.45372522242068,8.90305016052035,2.654258543742708,12.911746929816944,28.685113412814513,0.49659821485923594
Finland,EUR,377.3627,17.74144,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EUR,25608.36,575.4786,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
